num_seats_total,mean_net_ticket_price,Dept_Date,Purchase_Date,Train_Number_All,Culmulative_sales,isNormCabin,isReturn,isOneway,Customer_Cat
5,187.7090949,6/22/19,4/16/19,E,6,1,1,0,B
1,187.030941,6/23/19,4/17/19,E,5,1,0,1,B
1,99.77794091,6/23/19,4/17/19,J,14,1,0,1,B
1,100.3219279,6/26/19,4/20/19,A,19,1,0,0,B
3,87.61510961,6/27/19,4/21/19,E,76,1,0,0,B
5,88.80389339,6/27/19,4/21/19,F,69,1,0,0,B
2,89.13279067,6/28/19,4/22/19,F,56,1,0,0,B
5,86.73437076,6/30/19,4/24/19,E,28,1,0,0,B
5,110.654181,7/1/19,4/25/19,E,12,1,0,0,B
4,186.2942452,7/4/19,4/28/19,F,5,1,0,1,B
2,89.37131159,7/4/19,4/28/19,H,47,1,0,0,B
3,92.21009973,7/7/19,5/1/19,E,16,1,0,0,B
2,89.06549678,7/11/19,5/5/19,H,41,0,0,0,B
1,109.8817978,7/20/19,5/14/19,H,52,1,0,0,B
1,100.368398,7/24/19,5/18/19,H,13,1,0,1,B
1,128.0598237,8/11/19,6/5/19,H,1,1,0,0,B
3,87.34401448,8/15/19,6/9/19,E,53,1,1,0,B
5,88.74130867,8/15/19,6/9/19,F,15,1,0,0,B
1,100.9732322,8/19/19,6/13/19,E,33,1,1,0,B
1,98.85695543,8/25/19,6/19/19,H,7,1,0,0,B
2,93.86318072,8/29/19,6/23/19,E,23,1,0,0,B
1,130.360213,9/3/19,6/28/19,H,8,1,0,0,B
2,113.8513848,8/11/18,6/5/18,E,5,1,0,0,B
2,114.3152068,8/17/18,6/11/18,E,6,0,0,1,B
4,100.3756507,9/4/18,6/29/18,E,13,1,0,0,B
1,80.98155821,9/4/18,6/29/18,M,1,1,0,1,B
8,175.7159645,11/4/18,8/29/18,H,10,1,0,0,B
3,120.3262983,11/12/18,9/6/18,J,4,1,0,0,B
4,100.3433074,11/13/18,9/7/18,M,4,1,0,0,B
1,162.3964151,11/30/18,9/24/18,M,36,0,0,0,B
3,247.4908247,12/2/18,9/26/18,F,46,1,0,0,B
6,174.4188141,12/4/18,9/28/18,F,19,1,0,0,B
5,248.9951531,12/10/18,10/4/18,H,31,1,0,0,B
5,259.6783466,12/21/18,10/15/18,M,14,1,0,0,B
4,313.6503808,12/22/18,10/16/18,E,12,0,0,0,B
1,247.1043167,12/30/18,10/24/18,F,1,1,0,0,B
5,123.6162668,12/30/18,10/24/18,H,64,1,0,0,B
2,111.4601419,1/5/19,10/30/18,F,45,1,0,0,B
1,137.1517923,1/21/19,11/15/18,F,5,1,0,0,B
2,189.2746159,2/14/19,12/9/18,J,3,1,0,0,B
4,114.5558665,2/21/19,12/16/18,H,27,1,0,0,B
1,148.5748391,2/22/19,12/17/18,F,37,1,0,0,B
4,114.3652743,3/6/19,12/29/18,H,5,1,0,0,B
2,106.5983245,3/10/19,1/2/19,F,35,1,0,0,B
7,87.41117001,3/10/19,1/2/19,H,44,0,0,0,B
3,187.5437161,3/11/19,1/3/19,E,3,1,0,0,B
3,83.89223544,3/11/19,1/3/19,H,48,1,0,0,B
1,84.70079023,3/14/19,1/6/19,A,39,1,1,0,B
2,198.5872184,3/15/19,1/7/19,L,12,0,0,0,B
2,198.4577822,3/15/19,1/7/19,M,10,1,0,0,B
4,100.7026479,3/19/19,1/11/19,E,70,1,1,1,B
2,85.41426861,3/22/19,1/14/19,J,53,1,0,0,B
3,105.6754552,3/30/19,1/22/19,E,8,1,0,0,B
1,303.7366765,4/18/19,2/10/19,L,5,0,0,0,B
2,147.0002623,4/20/19,2/12/19,F,14,1,1,0,B
2,116.6599134,4/26/19,2/18/19,M,2,1,0,0,B
1,95.62183019,5/3/19,2/25/19,J,2,1,0,0,B
1,395.9525114,5/7/19,3/1/19,L,1,0,0,0,B
1,97.36200127,5/11/19,3/5/19,F,23,1,0,0,B
1,93.77518782,5/11/19,3/5/19,M,2,1,0,0,B
3,93.43246056,5/12/19,3/6/19,A,7,1,0,0,B
2,117.9208236,5/31/19,3/25/19,H,23,0,0,0,B
4,164.8539533,6/2/19,3/27/19,H,29,1,0,0,B
2,92.96848139,6/3/19,3/28/19,M,20,1,0,0,B
1,197.6405079,6/22/19,4/16/19,H,1,0,0,0,B
1,100.8317878,7/10/19,5/4/19,J,3,1,0,0,B
1,100.1651714,7/11/19,5/5/19,J,4,1,0,0,B
2,88.8068506,7/15/19,5/9/19,F,18,1,0,0,B
4,100.1404813,7/22/19,5/16/19,E,36,1,0,0,B
5,306.1517825,8/7/19,6/1/19,L,5,1,0,1,B
2,325.872445,8/8/19,6/2/19,F,2,0,0,0,B
3,99.73771104,9/5/19,6/30/19,H,81,1,0,1,B
1,185.3009891,8/21/18,6/15/18,M,2,1,0,0,B
1,183.4078639,9/3/18,6/28/18,F,2,1,0,0,B
1,104.3396493,9/10/18,7/5/18,A,2,1,0,0,B
1,80.26460115,9/15/18,7/10/18,J,13,1,0,0,B
1,198.9759114,11/2/18,8/27/18,E,22,1,0,0,B
1,100.2444622,12/2/18,9/26/18,H,11,1,0,0,B
8,120.7550467,12/11/18,10/5/18,J,53,1,1,0,B
5,153.1232901,12/12/18,10/6/18,A,5,1,0,0,B
5,289.4841493,12/16/18,10/10/18,F,11,0,1,0,B
3,123.9047064,12/24/18,10/18/18,A,16,1,0,0,B
4,115.9961977,2/20/19,12/15/18,E,12,1,0,0,B
1,368.3155503,3/16/19,1/8/19,J,1,0,0,1,B
2,83.56989205,3/19/19,1/11/19,A,34,0,1,0,B
6,84.49609168,3/23/19,1/15/19,A,33,1,0,0,B
1,87.04351027,3/24/19,1/16/19,E,78,1,0,0,B
1,85.1733465,3/24/19,1/16/19,H,87,1,0,0,B
1,86.63962116,3/25/19,1/17/19,J,13,1,0,0,B
2,84.58635001,3/27/19,1/19/19,H,74,0,0,1,B
1,305.3890794,4/13/19,2/5/19,E,1,1,1,0,B
1,95.14833917,5/14/19,3/8/19,M,4,1,0,0,B
3,117.2703221,6/12/19,4/6/19,E,15,1,0,0,B
2,188.1535215,6/23/19,4/17/19,F,2,1,0,1,B
2,100.1214555,8/28/18,6/22/18,E,4,1,1,0,B
4,98.47587735,8/28/18,6/22/18,F,15,1,0,0,B
1,106.7100354,8/29/18,6/23/18,H,2,1,0,0,B
3,115.8220633,10/11/18,8/5/18,F,20,1,0,0,B
1,146.1674245,10/20/18,8/14/18,E,4,1,0,0,B
1,300.1503182,10/21/18,8/15/18,F,1,0,0,0,B
1,104.1648362,11/6/18,8/31/18,J,19,1,0,1,B
1,188.2627089,11/20/18,9/14/18,A,1,0,0,0,B
4,267.3342642,12/15/18,10/9/18,F,24,0,0,0,B
7,122.278769,12/20/18,10/14/18,J,10,1,1,0,B
1,187.8960418,12/20/18,10/14/18,M,2,1,0,0,B
2,161.7523148,12/21/18,10/15/18,J,2,1,0,0,B
6,122.48359,12/23/18,10/17/18,M,38,1,0,0,B
9,215.2763556,12/26/18,10/20/18,F,28,1,0,0,B
1,202.2008308,1/11/19,11/5/18,L,1,0,0,0,B
2,106.9144327,1/13/19,11/7/18,J,13,1,0,0,B
3,108.1003877,1/14/19,11/8/18,A,6,1,0,0,B
2,115.3063423,2/27/19,12/22/18,F,6,1,0,1,B
2,113.9434638,2/27/19,12/22/18,H,4,1,0,0,B
1,136.7505839,3/6/19,12/29/18,F,12,1,0,0,B
1,85.79748003,3/18/19,1/10/19,M,13,0,1,0,B
1,83.65529289,3/31/19,1/23/19,H,37,1,0,0,B
2,93.11653062,5/12/19,3/6/19,F,23,1,0,0,B
4,92.94234546,6/12/19,4/6/19,A,10,1,0,0,B
1,100.2690146,6/26/19,4/20/19,E,55,1,0,0,B
4,99.19415641,6/29/19,4/23/19,F,44,1,0,1,B
3,86.79002096,7/6/19,4/30/19,J,5,1,0,0,B
10,88.03507877,7/13/19,5/7/19,F,44,1,0,0,B
2,87.43853403,7/20/19,5/14/19,E,75,1,0,0,B
1,100.2069759,8/28/19,6/22/19,E,36,1,0,0,B
1,79.00266024,9/10/18,7/5/18,J,3,0,0,0,B
4,121.1011206,12/19/18,10/13/18,J,6,1,0,0,B
4,346.3166343,2/7/19,12/2/18,L,4,0,0,0,B
2,85.30063872,3/5/19,12/28/18,H,53,1,1,0,B
3,188.3681793,6/2/19,3/27/19,E,23,1,0,1,B
1,100.3219924,6/30/19,4/24/19,J,4,1,0,0,B
2,109.2898942,7/27/19,5/21/19,E,70,1,0,0,B
2,100.8904662,9/22/18,7/17/18,E,15,0,0,0,B
2,116.321382,10/26/18,8/20/18,M,3,1,1,0,B
5,247.5241099,12/24/18,10/18/18,E,22,1,0,0,B
2,197.079638,2/1/19,11/26/18,H,40,1,0,0,B
1,117.992785,3/22/19,1/14/19,M,27,1,0,0,B
3,87.1796121,4/2/19,1/25/19,J,5,1,0,0,B
1,162.236108,5/31/19,3/25/19,E,16,1,0,0,B
6,88.00379558,7/13/19,5/7/19,E,42,1,0,0,B
1,242.9953474,7/18/19,5/12/19,L,1,1,0,0,B
2,110.5102824,8/2/19,5/27/19,E,31,1,0,1,B
2,98.40373317,8/12/19,6/6/19,H,32,1,0,0,B
1,100.2941997,8/15/19,6/9/19,H,25,1,0,0,B
1,79.59508024,9/19/18,7/14/18,H,39,0,1,0,B
1,104.0541747,10/11/18,8/5/18,A,24,1,0,0,B
1,305.4667067,12/13/18,10/7/18,M,1,0,0,0,B
1,395.3936164,1/22/19,11/16/18,J,1,0,0,0,B
1,137.05977,1/31/19,11/25/18,J,1,1,0,0,B
1,107.9215004,3/28/19,1/20/19,J,24,1,0,0,B
3,105.4047707,5/22/19,3/16/19,J,9,1,0,1,B
3,94.27056879,6/29/19,4/23/19,H,41,1,1,0,B
2,99.54231169,9/5/18,6/30/18,E,11,1,0,0,B
3,188.7865835,12/3/18,9/27/18,J,21,0,0,1,B
1,106.7759279,4/10/19,2/2/19,H,28,0,1,0,B
1,107.8690005,4/23/19,2/15/19,E,9,1,1,1,B
2,117.1349252,5/16/19,3/10/19,F,33,1,0,0,B
1,78.69541394,9/22/18,7/17/18,J,25,1,0,0,B
3,123.6929433,12/3/18,9/27/18,M,25,1,0,0,B
1,100.2768436,7/7/19,5/1/19,A,9,1,0,0,B
1,80.30865959,9/21/18,7/16/18,J,11,1,0,0,B
1,105.9826778,10/10/18,8/4/18,A,12,0,0,0,B
1,186.898194,11/15/18,9/9/18,E,6,1,0,0,B
4,110.4704002,8/23/19,6/17/19,E,29,1,0,0,B
2,134.703491,9/13/18,7/8/18,H,12,1,0,0,B
3,123.1627056,12/2/18,9/26/18,M,38,0,0,0,B
1,197.0548101,3/16/19,1/8/19,M,5,1,0,0,B
8,93.22501295,6/1/19,3/26/19,M,33,0,0,0,B
1,100.1171455,7/18/19,5/12/19,E,40,1,0,1,B
1,115.7568904,8/25/18,6/19/18,E,5,1,0,1,B
1,143.6433693,8/31/18,6/25/18,J,20,1,1,0,B
1,96.11985211,5/2/19,2/24/19,F,37,1,0,0,B
1,116.127836,1/11/19,11/5/18,J,21,1,0,0,B
4,177.9731228,11/4/18,8/29/18,E,14,1,0,0,B
1,124.0432037,12/16/18,10/10/18,M,36,1,1,0,B
1,108.2432159,1/30/19,11/24/18,F,13,1,0,0,B
2,122.3892074,12/5/18,9/29/18,M,38,1,0,0,B
1,107.62186,4/16/19,2/8/19,E,20,1,0,0,B
1,106.7610876,5/7/19,3/1/19,E,10,1,1,0,B
3,92.80795991,6/2/19,3/27/19,J,19,1,0,0,B
1,148.0522134,8/17/18,6/11/18,M,1,0,0,0,B
1,100.1170993,7/8/19,5/2/19,F,20,1,0,0,B
1,101.166479,8/22/19,6/16/19,F,24,1,0,0,B
1,107.1746742,1/6/19,10/31/18,M,4,1,0,0,B
4,91.69213549,5/30/19,3/24/19,A,29,1,0,1,B
4,118.095659,5/31/19,3/25/19,M,19,1,0,0,B
1,122.2908892,12/30/18,10/24/18,E,44,1,1,0,B
1,104.9148388,9/25/18,7/20/18,E,8,1,0,1,B
1,108.4334651,4/30/19,2/22/19,J,10,1,1,0,B
1,106.0513369,4/25/19,2/17/19,E,13,1,0,0,B
1,128.348072,8/12/19,6/6/19,F,1,1,0,0,B
1,147.339326,10/7/18,8/2/18,I,1,1,0,0,B
1,306.3344062,12/27/18,10/22/18,C,1,0,0,1,B
8,216.2746546,12/13/18,10/8/18,G,8,1,0,0,B
2,222.2152736,6/28/19,4/23/19,B,2,1,0,0,B
1,483.141487,12/8/18,10/3/18,A,1,1,1,1,B
1,255.5578423,4/19/19,2/12/19,E,1,0,1,0,B
1,263.734123,8/23/19,6/18/19,A,1,0,0,0,B
2,365.8278141,1/3/19,10/29/18,J,2,0,0,1,B
1,403.3803162,4/22/19,2/15/19,J,1,1,0,1,B
1,364.5105133,5/3/19,2/26/19,F,1,0,0,0,B
6,426.8142528,6/8/19,4/3/19,J,12,0,0,1,B
1,131.8817273,7/19/19,5/14/19,A,13,1,0,1,B
1,104.0202176,8/7/18,6/2/18,I,1,1,1,1,B
1,102.8938801,8/9/18,6/4/18,D,1,1,0,0,B
5,121.5881791,8/10/18,6/5/18,G,2,1,1,1,B
1,105.0786088,8/10/18,6/5/18,D,9,1,1,0,B
12,187.1592709,8/12/18,6/7/18,C,12,1,1,0,B
3,116.3960395,8/12/18,6/7/18,G,8,1,1,0,B
1,298.6048662,8/13/18,6/8/18,B,1,0,1,0,B
2,105.3430951,8/14/18,6/9/18,I,6,1,1,0,B
1,105.7886085,8/15/18,6/10/18,B,4,1,1,0,B
1,105.8591334,8/17/18,6/12/18,I,3,1,1,0,B
1,114.2819557,8/19/18,6/14/18,I,12,1,1,1,B
1,114.5976821,8/20/18,6/15/18,G,6,1,1,0,B
5,116.470641,8/23/18,6/18/18,B,11,1,0,0,B
1,389.0003335,8/24/18,6/19/18,B,1,0,1,0,B
3,99.80780372,8/24/18,6/19/18,B,6,1,1,0,B
2,99.67587833,8/26/18,6/21/18,B,15,1,1,0,B
3,115.6525188,8/26/18,6/21/18,G,32,1,1,0,B
2,101.2526326,8/28/18,6/23/18,G,3,1,1,1,B
1,106.4019234,8/30/18,6/25/18,I,3,1,1,0,B
1,104.7557445,8/31/18,6/26/18,B,18,1,1,0,B
3,104.2071225,8/31/18,6/26/18,I,9,1,1,0,B
1,106.3635605,9/1/18,6/27/18,I,6,0,1,0,B
1,114.7930008,9/2/18,6/28/18,I,8,1,1,0,B
5,100.3128658,9/2/18,6/28/18,G,30,1,1,1,B
1,113.8893082,9/3/18,6/29/18,G,11,1,0,0,B
1,104.9583962,9/4/18,6/30/18,D,5,1,0,0,B
4,99.55774192,9/6/18,7/2/18,I,15,1,1,1,B
2,135.5442022,9/7/18,7/3/18,I,11,0,1,0,B
1,185.7176349,9/7/18,7/3/18,G,1,1,1,1,B
6,99.49307735,9/8/18,7/4/18,G,52,1,1,0,B
4,91.30206417,9/10/18,7/6/18,B,60,1,1,0,B
1,195.4485428,9/10/18,7/6/18,G,1,1,1,1,B
4,101.4817801,9/11/18,7/7/18,G,17,1,0,0,B
1,77.54749004,9/12/18,7/8/18,K,1,1,1,0,B
1,104.8880877,9/14/18,7/10/18,G,18,1,0,0,B
2,80.66449304,9/15/18,7/11/18,B,65,1,1,0,B
1,80.78781719,9/18/18,7/14/18,D,14,1,1,0,B
8,89.62681834,9/21/18,7/17/18,B,41,1,1,0,B
2,100.0399744,9/22/18,7/18/18,B,19,1,1,0,B
12,93.22062912,9/23/18,7/19/18,B,103,1,1,0,B
4,80.77344531,9/23/18,7/19/18,I,22,1,1,0,B
7,86.51628394,9/24/18,7/20/18,B,33,0,1,0,B
2,79.93180266,9/24/18,7/20/18,I,9,1,0,0,B
1,113.5614013,9/24/18,7/20/18,G,9,1,1,0,B
1,79.80895952,9/24/18,7/20/18,D,24,1,1,0,B
1,81.28322996,9/25/18,7/21/18,I,15,1,1,0,B
8,80.0427045,9/26/18,7/22/18,B,59,1,1,0,B
13,83.75188887,9/28/18,7/24/18,B,26,1,1,0,B
1,105.1048517,9/28/18,7/24/18,G,5,1,1,0,B
2,184.3096882,9/29/18,7/25/18,I,6,1,1,0,B
1,184.2776869,9/29/18,7/25/18,C,1,1,1,0,B
2,195.1982967,10/1/18,7/27/18,G,10,1,1,0,B
1,186.1606917,10/2/18,7/28/18,G,27,1,1,0,B
1,80.55459501,10/3/18,7/29/18,B,21,1,1,0,B
3,100.5910507,10/5/18,7/31/18,B,25,1,1,0,B
1,134.9101846,10/6/18,8/1/18,B,2,1,0,0,B
1,105.0153039,10/6/18,8/1/18,G,19,1,1,1,B
2,116.2882646,10/7/18,8/2/18,I,31,1,1,0,B
1,102.5964217,10/8/18,8/3/18,B,71,1,1,0,B
2,101.27375,10/10/18,8/5/18,G,11,1,0,0,B
1,105.6591446,10/11/18,8/6/18,B,25,1,1,1,B
2,100.4113653,10/11/18,8/6/18,G,12,0,1,0,B
7,99.87907185,10/13/18,8/8/18,I,28,1,1,0,B
6,116.312595,10/15/18,8/10/18,B,15,1,1,0,B
2,115.995037,10/15/18,8/10/18,I,4,1,1,0,B
2,114.3964081,10/15/18,8/10/18,G,12,1,1,0,B
2,115.0160778,10/16/18,8/11/18,G,18,1,1,0,B
5,99.58552044,10/16/18,8/11/18,D,8,1,0,0,B
1,390.5969562,10/17/18,8/12/18,G,1,0,1,1,B
2,106.2040604,10/18/18,8/13/18,D,24,0,1,0,B
1,137.4178697,10/19/18,8/14/18,B,6,1,0,0,B
3,102.9289475,10/20/18,8/15/18,I,20,1,1,1,B
1,134.3021114,10/20/18,8/15/18,G,6,1,1,1,B
1,388.8869884,10/21/18,8/16/18,I,3,0,1,0,B
1,146.8147175,10/21/18,8/16/18,I,24,1,1,0,B
3,159.759433,10/21/18,8/16/18,G,1,1,1,0,B
2,115.9590299,10/22/18,8/17/18,G,7,1,1,0,B
2,114.6767746,10/22/18,8/17/18,D,12,1,1,0,B
1,104.7130991,10/23/18,8/18/18,D,12,1,1,0,B
4,102.3446711,10/25/18,8/20/18,I,25,1,1,0,B
1,107.0698101,10/26/18,8/21/18,D,8,1,1,0,B
4,115.4551342,10/28/18,8/23/18,I,30,1,1,0,B
1,198.4179553,10/28/18,8/23/18,G,1,1,1,1,B
2,147.9685712,10/29/18,8/24/18,G,9,1,1,0,B
6,107.7375855,10/31/18,8/26/18,G,20,1,0,0,B
1,394.3430709,11/1/18,8/27/18,C,2,0,1,0,B
1,304.6591192,11/1/18,8/27/18,G,1,1,1,0,B
1,136.9984212,11/2/18,8/28/18,D,22,1,1,0,B
2,246.6882558,11/6/18,9/1/18,C,8,1,1,1,B
1,108.2509191,11/7/18,9/2/18,K,17,1,1,0,B
4,163.2309469,11/7/18,9/2/18,B,8,1,1,0,B
1,136.9532989,11/9/18,9/4/18,I,24,1,1,1,B
4,187.6676797,11/10/18,9/5/18,I,14,0,0,0,B
3,179.9558452,11/11/18,9/6/18,I,6,1,1,1,B
2,116.7448693,11/12/18,9/7/18,K,2,0,0,0,B
3,99.11814215,11/13/18,9/8/18,K,11,1,1,0,B
3,109.4179609,11/13/18,9/8/18,G,38,1,1,0,B
2,188.6563903,11/17/18,9/12/18,C,2,1,1,0,B
4,197.6760227,11/18/18,9/13/18,B,37,1,1,0,B
2,189.1768769,11/21/18,9/16/18,D,11,1,1,0,B
2,188.5949193,11/24/18,9/19/18,G,22,1,0,0,B
5,197.1657375,11/25/18,9/20/18,B,68,1,1,0,B
2,196.3226632,11/25/18,9/20/18,I,33,1,1,0,B
6,161.1919056,11/26/18,9/21/18,G,21,0,1,0,B
1,136.8323282,11/27/18,9/22/18,I,21,1,1,0,B
4,123.1157307,11/28/18,9/23/18,G,46,0,1,0,B
1,122.1566082,11/29/18,9/24/18,G,7,1,1,0,B
2,165.7930644,11/30/18,9/25/18,I,2,1,1,0,B
1,186.675694,12/1/18,9/26/18,C,37,1,1,1,B
3,120.8822894,12/1/18,9/26/18,D,54,1,1,1,B
5,133.2363653,12/2/18,9/27/18,G,40,1,1,0,B
2,161.9842829,12/3/18,9/28/18,G,15,0,1,0,B
2,152.0353297,12/4/18,9/29/18,I,45,1,1,0,B
1,122.8780565,12/4/18,9/29/18,D,50,1,1,0,B
2,152.9031279,12/5/18,9/30/18,D,33,1,1,0,B
2,99.97031713,12/7/18,10/2/18,K,2,1,1,0,B
4,173.7925455,12/7/18,10/2/18,B,51,1,0,1,B
4,293.0136614,12/8/18,10/3/18,I,4,1,0,0,B
4,176.2994991,12/8/18,10/3/18,G,10,1,1,0,B
1,160.1077947,12/9/18,10/4/18,K,48,0,1,0,B
3,197.851161,12/9/18,10/4/18,G,63,0,1,0,B
3,187.6217077,12/11/18,10/6/18,G,14,0,1,1,B
3,171.9907925,12/12/18,10/7/18,I,33,1,1,0,B
4,188.6622163,12/13/18,10/8/18,N,6,1,1,0,B
2,121.9121795,12/13/18,10/8/18,K,34,1,1,0,B
2,187.1162746,12/15/18,10/10/18,C,4,1,0,0,B
2,259.240241,12/16/18,10/11/18,B,88,1,1,0,B
6,197.4091167,12/16/18,10/11/18,C,46,0,1,1,B
2,258.0536612,12/16/18,10/11/18,G,34,1,1,0,B
5,234.7645412,12/17/18,10/12/18,C,29,0,1,1,B
1,256.5084212,12/17/18,10/12/18,D,26,1,1,1,B
1,395.15053,12/18/18,10/13/18,B,2,0,1,0,B
7,352.8839607,12/19/18,10/14/18,I,7,0,1,0,B
6,226.7548378,12/19/18,10/14/18,C,67,1,1,1,B
1,248.3139706,12/20/18,10/15/18,C,59,1,1,0,B
3,101.9839288,12/20/18,10/15/18,G,15,1,1,0,B
2,471.361738,12/21/18,10/16/18,I,6,0,1,0,B
7,356.8274978,12/22/18,10/17/18,C,6,0,1,0,B
1,335.7026297,12/23/18,10/18/18,D,1,0,1,0,B
5,354.9844076,12/27/18,10/22/18,I,9,0,1,0,B
2,201.4553206,12/27/18,10/22/18,I,4,0,1,0,B
1,370.039002,12/28/18,10/23/18,G,1,0,1,0,B
1,256.5913965,12/30/18,10/25/18,G,68,1,1,0,B
1,368.7841317,1/1/19,10/27/18,I,2,0,1,0,B
3,227.4635786,1/2/19,10/28/18,I,24,1,1,0,B
1,246.8801982,1/2/19,10/28/18,C,6,1,1,0,B
3,187.3957154,1/3/19,10/29/18,B,7,0,1,0,B
3,187.0963907,1/3/19,10/29/18,C,11,1,1,0,B
4,153.411111,1/4/19,10/30/18,B,50,0,1,0,B
1,151.1397551,1/4/19,10/30/18,I,19,1,1,0,B
2,110.8255917,1/4/19,10/30/18,G,15,1,1,0,B
3,153.9431907,1/4/19,10/30/18,D,11,0,1,0,B
4,187.5105769,1/5/19,10/31/18,B,13,1,1,0,B
4,188.3751105,1/5/19,10/31/18,G,4,1,1,0,B
2,195.6989767,1/6/19,11/1/18,G,2,0,1,0,B
1,151.7505154,1/10/19,11/5/18,I,1,1,1,0,B
1,107.494738,1/10/19,11/5/18,G,57,1,1,0,B
4,107.6911994,1/12/19,11/7/18,I,7,1,1,0,B
4,197.8271622,1/13/19,11/8/18,B,10,1,1,0,B
1,152.9732597,1/13/19,11/8/18,G,44,0,1,0,B
2,107.0985241,1/15/19,11/10/18,I,33,1,0,0,B
1,107.1187032,1/16/19,11/11/18,G,64,1,1,0,B
2,108.2501476,1/17/19,11/12/18,I,6,1,1,0,B
1,154.1252365,1/18/19,11/13/18,B,3,1,1,0,B
3,122.8263278,1/19/19,11/14/18,B,55,1,1,0,B
2,115.0974591,1/19/19,11/14/18,G,25,1,1,0,B
1,187.5262967,1/19/19,11/14/18,D,4,1,1,0,B
3,98.33840575,1/20/19,11/15/18,K,9,1,1,0,B
3,199.7948864,1/20/19,11/15/18,I,14,1,1,0,B
2,114.1276134,1/21/19,11/16/18,I,32,1,1,0,B
3,114.6203087,1/21/19,11/16/18,G,42,1,1,0,B
1,135.25589,1/22/19,11/17/18,B,55,1,1,0,B
2,115.9112794,1/22/19,11/17/18,I,7,1,1,0,B
2,83.48956335,1/23/19,11/18/18,I,52,1,1,0,B
4,84.50868779,1/23/19,11/18/18,G,45,0,1,0,B
2,85.52925293,1/24/19,11/19/18,B,72,1,1,1,B
1,257.6146806,1/27/19,11/22/18,B,4,1,1,0,B
2,198.1136359,1/27/19,11/22/18,C,28,1,1,0,B
7,118.4870504,1/29/19,11/24/18,K,15,1,1,0,B
2,218.1019892,1/30/19,11/25/18,I,5,1,1,0,B
1,334.9965641,2/1/19,11/27/18,K,2,0,1,0,B
1,470.0044238,2/2/19,11/28/18,C,1,0,1,0,B
1,335.4943819,2/7/19,12/3/18,B,10,0,1,0,B
3,335.4354971,2/9/19,12/5/18,I,5,0,1,0,B
5,178.857883,2/10/19,12/6/18,G,49,1,1,0,B
3,83.33300437,2/12/19,12/8/18,B,79,1,1,0,B
2,85.81731862,2/12/19,12/8/18,G,24,1,1,0,B
1,108.2546594,2/13/19,12/9/18,D,8,0,0,0,B
2,86.15112423,2/16/19,12/12/18,I,17,1,1,0,B
4,115.5875884,2/23/19,12/19/18,B,5,1,1,0,B
2,107.7531991,2/23/19,12/19/18,G,34,1,1,1,B
14,86.2693788,2/24/19,12/20/18,B,105,1,1,0,B
1,147.6591931,2/24/19,12/20/18,D,19,1,1,0,B
1,394.6998615,2/25/19,12/21/18,D,2,0,1,1,B
3,90.50967513,2/25/19,12/21/18,D,20,1,1,0,B
1,394.0228769,2/27/19,12/23/18,B,1,0,1,1,B
4,116.3858697,3/1/19,12/25/18,B,8,1,1,0,B
2,85.63176374,3/1/19,12/25/18,D,15,1,1,0,B
1,138.738731,3/2/19,12/26/18,B,16,1,1,0,B
2,115.6917726,3/2/19,12/26/18,G,10,1,1,0,B
5,114.4297099,3/3/19,12/27/18,D,11,1,1,0,B
2,132.096185,3/4/19,12/28/18,I,68,1,1,0,B
6,113.9721303,3/4/19,12/28/18,G,33,1,1,0,B
1,116.4554762,3/4/19,12/28/18,D,60,1,0,0,B
4,120.8141588,3/5/19,12/29/18,B,20,1,1,0,B
3,85.7462829,3/5/19,12/29/18,D,33,1,1,0,B
3,106.9831875,3/7/19,12/31/18,I,21,1,1,0,B
5,105.2651294,3/8/19,1/1/19,I,13,1,1,0,B
1,85.07693227,3/9/19,1/2/19,I,1,1,1,0,B
2,115.4954403,3/9/19,1/2/19,G,10,1,0,0,B
4,174.1074794,3/10/19,1/3/19,B,8,1,1,0,B
3,85.25408523,3/10/19,1/3/19,I,21,1,1,0,B
3,125.8462443,3/10/19,1/3/19,G,33,0,1,0,B
8,118.7460568,3/11/19,1/4/19,B,1,1,1,0,B
1,114.5440678,3/12/19,1/5/19,I,2,1,0,0,B
2,85.99798691,3/13/19,1/6/19,G,56,1,1,0,B
5,85.95323147,3/15/19,1/8/19,I,15,1,0,0,B
4,84.12064589,3/15/19,1/8/19,D,14,1,1,1,B
2,86.25550285,3/16/19,1/9/19,B,45,1,1,0,B
7,83.56998934,3/16/19,1/9/19,I,17,1,1,0,B
2,138.8678273,3/16/19,1/9/19,G,26,1,1,0,B
1,116.1302145,3/17/19,1/10/19,B,67,1,1,0,B
4,114.8560662,3/18/19,1/11/19,G,42,1,1,0,B
3,86.40755513,3/18/19,1/11/19,D,73,1,1,0,B
4,116.5797816,3/19/19,1/12/19,B,77,1,1,0,B
1,138.8782541,3/19/19,1/12/19,I,25,1,1,0,B
3,276.8724503,3/20/19,1/13/19,C,3,0,1,0,B
3,117.0282198,3/21/19,1/14/19,K,3,1,1,0,B
3,116.8350592,3/21/19,1/14/19,B,89,1,1,0,B
2,117.3845078,3/21/19,1/14/19,D,25,1,1,0,B
3,255.364944,3/21/19,1/14/19,D,3,0,1,0,B
4,165.6095256,3/22/19,1/15/19,B,62,1,1,0,B
7,167.6416855,3/22/19,1/15/19,I,29,0,1,0,B
2,188.3683181,3/22/19,1/15/19,G,15,1,1,0,B
